,Unnamed: 0,artist,collab_songs,type,genres,collab_individuals,country,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Comments,main_genres,Avg_Concert_Fee

0,0,Arcángel,163,Man,latin,37,Puerto Rico,La Jumpa,Sr. Santos,album,0.887,0.234,9.0,-14.52,0.178,0.111,0.67,0.13,0.197,140.02,196800.0,94277360.0,1169191.0,19352.0,Latin,3730000.0
1,1,Arcángel,163,Man,latin,37,Puerto Rico,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),single,0.815,0.514,6.0,-9.446,0.361,0.54,0.0,0.611,0.623,120.054,264000.0,1418634060.0,7031561.0,243371.0,Latin,3730000.0
2,2,Arcángel,163,Man,latin,37,Puerto Rico,Si Se Da - Remix,Si Se da Remix,single,0.817,0.672,11.0,-5.612,0.299,0.441,0.0,0.13,0.774,93.999,332240.0,1202918104.0,3283924.0,54002.0,Latin,3730000.0
3,3,Arcángel,163,Man,latin,37,Puerto Rico,Bottas,Sr. Santos,album,0.907,0.644,2.0,-5.522,0.353,0.392,0.0,0.543,0.721,123.979,191664.0,7088362.0,239476.0,6105.0,Latin,3730000.0
4,4,Arcángel,163,Man,latin,37,Puerto Rico,JS4E,Sr. Santos,album,0.762,0.773,7.0,-7.663,0.0814,0.36,0.0,0.272,0.337,115.055,237750.0,64732289.0,770572.0,14349.0,Latin,3730000.0
5,5,Arcángel,163,Man,latin,37,Puerto Rico,Pa' Que La Pases Bien,El Fenomeno,album,0.897,0.755,9.0,-5.684,0.144,0.00758,0.000451,0.264,0.567,110.008,214120.0,99776202.0,313239.0,12258.0,Latin,3730000.0
6,6,Arcángel,163,Man,latin,37,Puerto Rico,Infeliz,Historias de un Capricornio,album,0.713,0.798,1.0,-3.147,0.219,0.366,4.3e-06,0.246,0.721,176.073,221103.0,14334.0,337.0,8.0,Latin,3730000.0
7,7,Arcángel,163,Man,latin,37,Puerto Rico,La Ruta,Sr. Santos,album,0.554,0.661,0.0,-5.662,0.336,0.431,0.0,0.299,0.549,99.915,184146.0,9008576.0,152734.0,2137.0,Latin,3730000.0
8,8,Arcángel,163,Man,latin,37,Puerto Rico,Me Ama Me Odia,Me Ama Me Odia,single,0.735,0.603,6.0,-9.474,0.203,0.226,3.56e-05,0.0844,0.429,135.993,326937.0,268014018.0,1488605.0,34585.0,Latin,3730000.0
9,9,Arcángel,163,Man,latin,37,Puerto Rico,Me Acostumbre (feat. Bad Bunny),Me Acostumbre (feat. Bad Bunny),single,0.808,0.586,10.0,-7.242,0.169,0.641,0.0,0.14,0.568,124.041,263288.0,765035383.0,3431361.0,91522.0,Latin,3730000.0
10,10,Arcángel,163,Man,reggaeton,37,Puerto Rico,La Jumpa,Sr. Santos,album,0.887,0.234,9.0,-14.52,0.178,0.111,0.67,0.13,0.197,140.02,196800.0,94277360.0,1169191.0,19352.0,Latin,3730000.0
11,11,Arcángel,163,Man,reggaeton,37,Puerto Rico,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),single,0.815,0.514,6.0,-9.446,0.361,0.54,0.0,0.611,0.623,120.054,264000.0,1418634060.0,7031561.0,243371.0,Latin,3730000.0
12,12,Arcángel,163,Man,reggaeton,37,Puerto Rico,Si Se Da - Remix,Si Se da Remix,single,0.817,0.672,11.0,-5.612,0.299,0.441,0.0,0.13,0.774,93.999,332240.0,1202918104.0,3283924.0,54002.0,Latin,3730000.0
13,13,Arcángel,163,Man,reggaeton,37,Puerto Rico,Bottas,Sr. Santos,album,0.907,0.644,2.0,-5.522,0.353,0.392,0.0,0.543,0.721,123.979,191664.0,7088362.0,239476.0,6105.0,Latin,3730000.0
14,14,Arcángel,163,Man,reggaeton,37,Puerto Rico,JS4E,Sr. Santos,album,0.762,0.773,7.0,-7.663,0.0814,0.36,0.0,0.272,0.337,115.055,237750.0,64732289.0,770572.0,14349.0,Latin,3730000.0
15,15,Arcángel,163,Man,reggaeton,37,Puerto Rico,Pa' Que La Pases Bien,El Fenomeno,album,0.897,0.755,9.0,-5.684,0.144,0.00758,0.000451,0.264,0.567,110.008,214120.0,99776202.0,313239.0,12258.0,Latin,3730000.0
16,16,Arcángel,163,Man,reggaeton,37,Puerto Rico,Infeliz,Historias de un Capricornio,album,0.713,0.798,1.0,-3.147,0.219,0.366,4.3e-06,0.246,0.721,176.073,221103.0,14334.0,337.0,8.0,Latin,3730000.0
17,17,Arcángel,163,Man,reggaeton,37,Puerto Rico,La Ruta,Sr. Santos,album,0.554,0.661,0.0,-5.662,0.336,0.431,0.0,0.299,0.549,99.915,184146.0,9008576.0,152734.0,2137.0,Latin,3730000.0
18,18,Arcángel,163,Man,reggaeton,37,Puerto Rico,Me Ama Me Odia,Me Ama Me Odia,single,0.735,0.603,6.0,-9.474,0.203,0.226,3.56e-05,0.0844,0.429,135.993,326937.0,268014018.0,1488605.0,34585.0,Latin,3730000.0
19,19,Arcángel,163,Man,reggaeton,37,Puerto Rico,Me Acostumbre (feat. Bad Bunny),Me Acostumbre (feat. Bad Bunny),single,0.808,0.586,10.0,-7.242,0.169,0.641,0.0,0.14,0.568,124.041,263288.0,765035383.0,3431361.0,91522.0,Latin,3730000.0
20,20,Luan Santana,9,Man,country,6,Brazil,SOLTEIROU - Ao Vivo,LUAN CITY DELUXE (Ao Vivo),album,0.681,0.807,1.0,-5.9,0.0693,0.121,0.0,0.87,0.633,134.12,148549.0,11053053.0,57136.0,2605.0,Country,230000.0
21,21,Luan Santana,9,Man,country,6,Brazil,ABALO EMOCIONAL - Ao Vivo,LUAN CITY (Ao Vivo),album,0.441,0.915,3.0,-4.096,0.112,0.306,0.0,0.252,0.726,185.936,153226.0,103628631.0,533073.0,11091.0,Country,230000.0
22,22,Luan Santana,9,Man,country,6,Brazil,CORAÇÃO CIGANO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.653,0.68,4.0,-5.507,0.0298,0.0962,0.0,0.884,0.512,126.048,209928.0,74988503.0,489836.0,12804.0,Country,230000.0
23,23,Luan Santana,9,Man,country,6,Brazil,ERRO PLANEJADO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.534,0.85,0.0,-4.142,0.0861,0.255,0.0,0.632,0.341,143.958,154868.0,83227555.0,484176.0,7704.0,Country,230000.0
24,24,Luan Santana,9,Man,country,6,Brazil,MORENA,MORENA,single,0.526,0.731,11.0,-4.662,0.0887,0.18,0.0,0.0891,0.476,86.959,193221.0,174643192.0,1782162.0,51728.0,Country,230000.0
25,25,Luan Santana,9,Man,country,6,Brazil,PERIGOSA - Ao Vivo,LUAN CITY DELUXE (Ao Vivo),album,0.763,0.823,11.0,-5.492,0.0385,0.0267,0.0,0.134,0.504,115.04,149502.0,16460779.0,75700.0,2680.0,Country,230000.0
26,26,Luan Santana,9,Man,country,6,Brazil,SORRIA,SORRIA,single,0.568,0.736,11.0,-4.817,0.0557,0.201,0.0,0.362,0.72,153.093,181123.0,59077108.0,506801.0,12332.0,Country,230000.0
27,27,Luan Santana,9,Man,country,6,Brazil,PERIGO NOTURNO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.445,0.731,7.0,-6.412,0.0935,0.275,0.0,0.964,0.324,152.018,201896.0,30585107.0,159579.0,4613.0,Country,230000.0
28,28,Luan Santana,9,Man,country,6,Brazil,inesquecível,inesquecível,single,0.671,0.773,8.0,-5.479,0.0916,0.0716,0.0,0.122,0.616,99.942,186520.0,59409506.0,673928.0,18258.0,Country,230000.0
29,29,Luan Santana,9,Man,country,6,Brazil,ILHA,THE COMEBACK,single,0.526,0.496,5.0,-7.032,0.0331,0.669,0.0,0.236,0.439,82.668,182569.0,65000015.0,541378.0,14100.0,Country,230000.0
30,30,Luan Santana,9,Man,pop,6,Brazil,SOLTEIROU - Ao Vivo,LUAN CITY DELUXE (Ao Vivo),album,0.681,0.807,1.0,-5.9,0.0693,0.121,0.0,0.87,0.633,134.12,148549.0,11053053.0,57136.0,2605.0,Pop,230000.0
31,31,Luan Santana,9,Man,pop,6,Brazil,ABALO EMOCIONAL - Ao Vivo,LUAN CITY (Ao Vivo),album,0.441,0.915,3.0,-4.096,0.112,0.306,0.0,0.252,0.726,185.936,153226.0,103628631.0,533073.0,11091.0,Pop,230000.0
32,32,Luan Santana,9,Man,pop,6,Brazil,CORAÇÃO CIGANO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.653,0.68,4.0,-5.507,0.0298,0.0962,0.0,0.884,0.512,126.048,209928.0,74988503.0,489836.0,12804.0,Pop,230000.0
33,33,Luan Santana,9,Man,pop,6,Brazil,ERRO PLANEJADO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.534,0.85,0.0,-4.142,0.0861,0.255,0.0,0.632,0.341,143.958,154868.0,83227555.0,484176.0,7704.0,Pop,230000.0
34,34,Luan Santana,9,Man,pop,6,Brazil,MORENA,MORENA,single,0.526,0.731,11.0,-4.662,0.0887,0.18,0.0,0.0891,0.476,86.959,193221.0,174643192.0,1782162.0,51728.0,Pop,230000.0
35,35,Luan Santana,9,Man,pop,6,Brazil,PERIGOSA - Ao Vivo,LUAN CITY DELUXE (Ao Vivo),album,0.763,0.823,11.0,-5.492,0.0385,0.0267,0.0,0.134,0.504,115.04,149502.0,16460779.0,75700.0,2680.0,Pop,230000.0
36,36,Luan Santana,9,Man,pop,6,Brazil,SORRIA,SORRIA,single,0.568,0.736,11.0,-4.817,0.0557,0.201,0.0,0.362,0.72,153.093,181123.0,59077108.0,506801.0,12332.0,Pop,230000.0
37,37,Luan Santana,9,Man,pop,6,Brazil,PERIGO NOTURNO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.445,0.731,7.0,-6.412,0.0935,0.275,0.0,0.964,0.324,152.018,201896.0,30585107.0,159579.0,4613.0,Pop,230000.0
38,38,Luan Santana,9,Man,pop,6,Brazil,inesquecível,inesquecível,single,0.671,0.773,8.0,-5.479,0.0916,0.0716,0.0,0.122,0.616,99.942,186520.0,59409506.0,673928.0,18258.0,Pop,230000.0
39,39,Luan Santana,9,Man,pop,6,Brazil,ILHA,THE COMEBACK,single,0.526,0.496,5.0,-7.032,0.0331,0.669,0.0,0.236,0.439,82.668,182569.0,65000015.0,541378.0,14100.0,Pop,230000.0
40,40,Luan Santana,9,Man,sertanejo,6,Brazil,SOLTEIROU - Ao Vivo,LUAN CITY DELUXE (Ao Vivo),album,0.681,0.807,1.0,-5.9,0.0693,0.121,0.0,0.87,0.633,134.12,148549.0,11053053.0,57136.0,2605.0,Latin,230000.0
41,41,Luan Santana,9,Man,sertanejo,6,Brazil,ABALO EMOCIONAL - Ao Vivo,LUAN CITY (Ao Vivo),album,0.441,0.915,3.0,-4.096,0.112,0.306,0.0,0.252,0.726,185.936,153226.0,103628631.0,533073.0,11091.0,Latin,230000.0
42,42,Luan Santana,9,Man,sertanejo,6,Brazil,CORAÇÃO CIGANO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.653,0.68,4.0,-5.507,0.0298,0.0962,0.0,0.884,0.512,126.048,209928.0,74988503.0,489836.0,12804.0,Latin,230000.0
43,43,Luan Santana,9,Man,sertanejo,6,Brazil,ERRO PLANEJADO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.534,0.85,0.0,-4.142,0.0861,0.255,0.0,0.632,0.341,143.958,154868.0,83227555.0,484176.0,7704.0,Latin,230000.0
44,44,Luan Santana,9,Man,sertanejo,6,Brazil,MORENA,MORENA,single,0.526,0.731,11.0,-4.662,0.0887,0.18,0.0,0.0891,0.476,86.959,193221.0,174643192.0,1782162.0,51728.0,Latin,230000.0
45,45,Luan Santana,9,Man,sertanejo,6,Brazil,PERIGOSA - Ao Vivo,LUAN CITY DELUXE (Ao Vivo),album,0.763,0.823,11.0,-5.492,0.0385,0.0267,0.0,0.134,0.504,115.04,149502.0,16460779.0,75700.0,2680.0,Latin,230000.0
46,46,Luan Santana,9,Man,sertanejo,6,Brazil,SORRIA,SORRIA,single,0.568,0.736,11.0,-4.817,0.0557,0.201,0.0,0.362,0.72,153.093,181123.0,59077108.0,506801.0,12332.0,Latin,230000.0
47,47,Luan Santana,9,Man,sertanejo,6,Brazil,PERIGO NOTURNO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.445,0.731,7.0,-6.412,0.0935,0.275,0.0,0.964,0.324,152.018,201896.0,30585107.0,159579.0,4613.0,Latin,230000.0
48,48,Luan Santana,9,Man,sertanejo,6,Brazil,inesquecível,inesquecível,single,0.671,0.773,8.0,-5.479,0.0916,0.0716,0.0,0.122,0.616,99.942,186520.0,59409506.0,673928.0,18258.0,Latin,230000.0
49,49,Luan Santana,9,Man,sertanejo,6,Brazil,ILHA,THE COMEBACK,single,0.526,0.496,5.0,-7.032,0.0331,0.669,0.0,0.236,0.439,82.668,182569.0,65000015.0,541378.0,14100.0,Latin,230000.0
50,50,Luan Santana,9,Man,sertanejo universitário,6,Brazil,SOLTEIROU - Ao Vivo,LUAN CITY DELUXE (Ao Vivo),album,0.681,0.807,1.0,-5.9,0.0693,0.121,0.0,0.87,0.633,134.12,148549.0,11053053.0,57136.0,2605.0,Latin,230000.0
51,51,Luan Santana,9,Man,sertanejo universitário,6,Brazil,ABALO EMOCIONAL - Ao Vivo,LUAN CITY (Ao Vivo),album,0.441,0.915,3.0,-4.096,0.112,0.306,0.0,0.252,0.726,185.936,153226.0,103628631.0,533073.0,11091.0,Latin,230000.0
52,52,Luan Santana,9,Man,sertanejo universitário,6,Brazil,CORAÇÃO CIGANO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.653,0.68,4.0,-5.507,0.0298,0.0962,0.0,0.884,0.512,126.048,209928.0,74988503.0,489836.0,12804.0,Latin,230000.0
53,53,Luan Santana,9,Man,sertanejo universitário,6,Brazil,ERRO PLANEJADO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.534,0.85,0.0,-4.142,0.0861,0.255,0.0,0.632,0.341,143.958,154868.0,83227555.0,484176.0,7704.0,Latin,230000.0
54,54,Luan Santana,9,Man,sertanejo universitário,6,Brazil,MORENA,MORENA,single,0.526,0.731,11.0,-4.662,0.0887,0.18,0.0,0.0891,0.476,86.959,193221.0,174643192.0,1782162.0,51728.0,Latin,230000.0
55,55,Luan Santana,9,Man,sertanejo universitário,6,Brazil,PERIGOSA - Ao Vivo,LUAN CITY DELUXE (Ao Vivo),album,0.763,0.823,11.0,-5.492,0.0385,0.0267,0.0,0.134,0.504,115.04,149502.0,16460779.0,75700.0,2680.0,Latin,230000.0
56,56,Luan Santana,9,Man,sertanejo universitário,6,Brazil,SORRIA,SORRIA,single,0.568,0.736,11.0,-4.817,0.0557,0.201,0.0,0.362,0.72,153.093,181123.0,59077108.0,506801.0,12332.0,Latin,230000.0
57,57,Luan Santana,9,Man,sertanejo universitário,6,Brazil,PERIGO NOTURNO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.445,0.731,7.0,-6.412,0.0935,0.275,0.0,0.964,0.324,152.018,201896.0,30585107.0,159579.0,4613.0,Latin,230000.0
58,58,Luan Santana,9,Man,sertanejo universitário,6,Brazil,inesquecível,inesquecível,single,0.671,0.773,8.0,-5.479,0.0916,0.0716,0.0,0.122,0.616,99.942,186520.0,59409506.0,673928.0,18258.0,Latin,230000.0
59,59,Luan Santana,9,Man,sertanejo universitário,6,Brazil,ILHA,THE COMEBACK,single,0.526,0.496,5.0,-7.032,0.0331,0.669,0.0,0.236,0.439,82.668,182569.0,65000015.0,541378.0,14100.0,Latin,230000.0
60,60,Luan Santana,9,Man,singer-songwriter,6,Brazil,SOLTEIROU - Ao Vivo,LUAN CITY DELUXE (Ao Vivo),album,0.681,0.807,1.0,-5.9,0.0693,0.121,0.0,0.87,0.633,134.12,148549.0,11053053.0,57136.0,2605.0,Pop,230000.0
61,61,Luan Santana,9,Man,singer-songwriter,6,Brazil,ABALO EMOCIONAL - Ao Vivo,LUAN CITY (Ao Vivo),album,0.441,0.915,3.0,-4.096,0.112,0.306,0.0,0.252,0.726,185.936,153226.0,103628631.0,533073.0,11091.0,Pop,230000.0
62,62,Luan Santana,9,Man,singer-songwriter,6,Brazil,CORAÇÃO CIGANO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.653,0.68,4.0,-5.507,0.0298,0.0962,0.0,0.884,0.512,126.048,209928.0,74988503.0,489836.0,12804.0,Pop,230000.0
63,63,Luan Santana,9,Man,singer-songwriter,6,Brazil,ERRO PLANEJADO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.534,0.85,0.0,-4.142,0.0861,0.255,0.0,0.632,0.341,143.958,154868.0,83227555.0,484176.0,7704.0,Pop,230000.0
64,64,Luan Santana,9,Man,singer-songwriter,6,Brazil,MORENA,MORENA,single,0.526,0.731,11.0,-4.662,0.0887,0.18,0.0,0.0891,0.476,86.959,193221.0,174643192.0,1782162.0,51728.0,Pop,230000.0
65,65,Luan Santana,9,Man,singer-songwriter,6,Brazil,PERIGOSA - Ao Vivo,LUAN CITY DELUXE (Ao Vivo),album,0.763,0.823,11.0,-5.492,0.0385,0.0267,0.0,0.134,0.504,115.04,149502.0,16460779.0,75700.0,2680.0,Pop,230000.0
66,66,Luan Santana,9,Man,singer-songwriter,6,Brazil,SORRIA,SORRIA,single,0.568,0.736,11.0,-4.817,0.0557,0.201,0.0,0.362,0.72,153.093,181123.0,59077108.0,506801.0,12332.0,Pop,230000.0
67,67,Luan Santana,9,Man,singer-songwriter,6,Brazil,PERIGO NOTURNO - Ao Vivo,LUAN CITY (Ao Vivo),album,0.445,0.731,7.0,-6.412,0.0935,0.275,0.0,0.964,0.324,152.018,201896.0,30585107.0,159579.0,4613.0,Pop,230000.0
68,68,Luan Santana,9,Man,singer-songwriter,6,Brazil,inesquecível,inesquecível,single,0.671,0.773,8.0,-5.479,0.0916,0.0716,0.0,0.122,0.616,99.942,186520.0,59409506.0,673928.0,18258.0,Pop,230000.0
69,69,Luan Santana,9,Man,singer-songwriter,6,Brazil,ILHA,THE COMEBACK,single,0.526,0.496,5.0,-7.032,0.0331,0.669,0.0,0.236,0.439,82.668,182569.0,65000015.0,541378.0,14100.0,Pop,230000.0
70,70,50 Cent,241,Man,east coast hip hop,26,United States,In Da Club,Get Rich Or Die Tryin',album,0.902,0.72,6.0,-2.776,0.347,0.26,0.0,0.0749,0.805,90.059,193467.0,1682616458.0,10481678.0,296745.0,Hip Hop,740000.0
71,71,50 Cent,241,Man,east coast hip hop,26,United States,Candy Shop,The Massacre,album,0.614,0.574,11.0,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107.0,838974650.0,5014527.0,113251.0,Hip Hop,740000.0
72,72,50 Cent,241,Man,east coast hip hop,26,United States,Just A Lil Bit,The Massacre,album,0.489,0.692,1.0,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946,237707.0,476133463.0,2523312.0,42075.0,Hip Hop,740000.0
73,73,50 Cent,241,Man,east coast hip hop,26,United States,P.I.M.P.,Get Rich Or Die Tryin',album,0.7,0.758,10.0,-3.012,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467.0,572659065.0,3334710.0,60552.0,Hip Hop,740000.0
74,74,50 Cent,241,Man,east coast hip hop,26,United States,Many Men (Wish Death),Get Rich Or Die Tryin',album,0.653,0.826,6.0,-2.93,0.354,0.0153,0.00146,0.131,0.416,108.52,256227.0,441155628.0,2765887.0,84117.0,Hip Hop,740000.0
75,75,50 Cent,241,Man,east coast hip hop,26,United States,Disco Inferno,The Massacre,album,0.925,0.659,3.0,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227.0,39825951.0,382791.0,12038.0,Hip Hop,740000.0
76,76,50 Cent,241,Man,east coast hip hop,26,United States,21 Questions,Get Rich Or Die Tryin',album,0.576,0.807,6.0,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,224427.0,503248572.0,2759199.0,54805.0,Hip Hop,740000.0
77,77,50 Cent,241,Man,east coast hip hop,26,United States,Is This Love ('09) (feat. 50 Cent),Curtain Call 2,album,0.853,0.776,8.0,-4.221,0.261,0.0714,0.0,0.181,0.659,94.028,212013.0,5289821.0,245935.0,9008.0,Hip Hop,740000.0
78,78,50 Cent,241,Man,east coast hip hop,26,United States,If I Can't,Get Rich Or Die Tryin',album,0.892,0.631,11.0,-2.522,0.302,0.244,0.0,0.0235,0.838,93.975,196640.0,46096.0,612.0,14.0,Hip Hop,740000.0
79,79,50 Cent,241,Man,east coast hip hop,26,United States,Best Friend - Remix,Best Friend (Remix),single,0.545,0.64,10.0,-3.529,0.308,0.368,0.0,0.111,0.574,181.733,254493.0,291023.0,5729.0,46.0,Hip Hop,740000.0
80,80,50 Cent,241,Man,gangsta rap,26,United States,In Da Club,Get Rich Or Die Tryin',album,0.902,0.72,6.0,-2.776,0.347,0.26,0.0,0.0749,0.805,90.059,193467.0,1682616458.0,10481678.0,296745.0,Hip Hop,740000.0
81,81,50 Cent,241,Man,gangsta rap,26,United States,Candy Shop,The Massacre,album,0.614,0.574,11.0,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107.0,838974650.0,5014527.0,113251.0,Hip Hop,740000.0
82,82,50 Cent,241,Man,gangsta rap,26,United States,Just A Lil Bit,The Massacre,album,0.489,0.692,1.0,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946,237707.0,476133463.0,2523312.0,42075.0,Hip Hop,740000.0
83,83,50 Cent,241,Man,gangsta rap,26,United States,P.I.M.P.,Get Rich Or Die Tryin',album,0.7,0.758,10.0,-3.012,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467.0,572659065.0,3334710.0,60552.0,Hip Hop,740000.0
84,84,50 Cent,241,Man,gangsta rap,26,United States,Many Men (Wish Death),Get Rich Or Die Tryin',album,0.653,0.826,6.0,-2.93,0.354,0.0153,0.00146,0.131,0.416,108.52,256227.0,441155628.0,2765887.0,84117.0,Hip Hop,740000.0
85,85,50 Cent,241,Man,gangsta rap,26,United States,Disco Inferno,The Massacre,album,0.925,0.659,3.0,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227.0,39825951.0,382791.0,12038.0,Hip Hop,740000.0
86,86,50 Cent,241,Man,gangsta rap,26,United States,21 Questions,Get Rich Or Die Tryin',album,0.576,0.807,6.0,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,224427.0,503248572.0,2759199.0,54805.0,Hip Hop,740000.0
87,87,50 Cent,241,Man,gangsta rap,26,United States,Is This Love ('09) (feat. 50 Cent),Curtain Call 2,album,0.853,0.776,8.0,-4.221,0.261,0.0714,0.0,0.181,0.659,94.028,212013.0,5289821.0,245935.0,9008.0,Hip Hop,740000.0
88,88,50 Cent,241,Man,gangsta rap,26,United States,If I Can't,Get Rich Or Die Tryin',album,0.892,0.631,11.0,-2.522,0.302,0.244,0.0,0.0235,0.838,93.975,196640.0,46096.0,612.0,14.0,Hip Hop,740000.0
89,89,50 Cent,241,Man,gangsta rap,26,United States,Best Friend - Remix,Best Friend (Remix),single,0.545,0.64,10.0,-3.529,0.308,0.368,0.0,0.111,0.574,181.733,254493.0,291023.0,5729.0,46.0,Hip Hop,740000.0
90,90,50 Cent,241,Man,hardcore hip hop,26,United States,In Da Club,Get Rich Or Die Tryin',album,0.902,0.72,6.0,-2.776,0.347,0.26,0.0,0.0749,0.805,90.059,193467.0,1682616458.0,10481678.0,296745.0,Hip Hop,740000.0
91,91,50 Cent,241,Man,hardcore hip hop,26,United States,Candy Shop,The Massacre,album,0.614,0.574,11.0,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107.0,838974650.0,5014527.0,113251.0,Hip Hop,740000.0
92,92,50 Cent,241,Man,hardcore hip hop,26,United States,Just A Lil Bit,The Massacre,album,0.489,0.692,1.0,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946,237707.0,476133463.0,2523312.0,42075.0,Hip Hop,740000.0
93,93,50 Cent,241,Man,hardcore hip hop,26,United States,P.I.M.P.,Get Rich Or Die Tryin',album,0.7,0.758,10.0,-3.012,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467.0,572659065.0,3334710.0,60552.0,Hip Hop,740000.0
94,94,50 Cent,241,Man,hardcore hip hop,26,United States,Many Men (Wish Death),Get Rich Or Die Tryin',album,0.653,0.826,6.0,-2.93,0.354,0.0153,0.00146,0.131,0.416,108.52,256227.0,441155628.0,2765887.0,84117.0,Hip Hop,740000.0
95,95,50 Cent,241,Man,hardcore hip hop,26,United States,Disco Inferno,The Massacre,album,0.925,0.659,3.0,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227.0,39825951.0,382791.0,12038.0,Hip Hop,740000.0
96,96,50 Cent,241,Man,hardcore hip hop,26,United States,21 Questions,Get Rich Or Die Tryin',album,0.576,0.807,6.0,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,224427.0,503248572.0,2759199.0,54805.0,Hip Hop,740000.0
97,97,50 Cent,241,Man,hardcore hip hop,26,United States,Is This Love ('09) (feat. 50 Cent),Curtain Call 2,album,0.853,0.776,8.0,-4.221,0.261,0.0714,0.0,0.181,0.659,94.028,212013.0,5289821.0,245935.0,9008.0,Hip Hop,740000.0
98,98,50 Cent,241,Man,hardcore hip hop,26,United States,If I Can't,Get Rich Or Die Tryin',album,0.892,0.631,11.0,-2.522,0.302,0.244,0.0,0.0235,0.838,93.975,196640.0,46096.0,612.0,14.0,Hip Hop,740000.0
99,99,50 Cent,241,Man,hardcore hip hop,26,United States,Best Friend - Remix,Best Friend (Remix),single,0.545,0.64,10.0,-3.529,0.308,0.368,0.0,0.111,0.574,181.733,254493.0,291023.0,5729.0,46.0,Hip Hop,740000.0
100,100,50 Cent,241,Man,hip hop,26,United States,In Da Club,Get Rich Or Die Tryin',album,0.902,0.72,6.0,-2.776,0.347,0.26,0.0,0.0749,0.805,90.059,193467.0,1682616458.0,10481678.0,296745.0,Hip Hop,740000.0
101,101,50 Cent,241,Man,hip hop,26,United States,Candy Shop,The Massacre,album,0.614,0.574,11.0,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107.0,838974650.0,5014527.0,113251.0,Hip Hop,740000.0
102,102,50 Cent,241,Man,hip hop,26,United States,Just A Lil Bit,The Massacre,album,0.489,0.692,1.0,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946,237707.0,476133463.0,2523312.0,42075.0,Hip Hop,740000.0
103,103,50 Cent,241,Man,hip hop,26,United States,P.I.M.P.,Get Rich Or Die Tryin',album,0.7,0.758,10.0,-3.012,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467.0,572659065.0,3334710.0,60552.0,Hip Hop,740000.0
104,104,50 Cent,241,Man,hip hop,26,United States,Many Men (Wish Death),Get Rich Or Die Tryin',album,0.653,0.826,6.0,-2.93,0.354,0.0153,0.00146,0.131,0.416,108.52,256227.0,441155628.0,2765887.0,84117.0,Hip Hop,740000.0
105,105,50 Cent,241,Man,hip hop,26,United States,Disco Inferno,The Massacre,album,0.925,0.659,3.0,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227.0,39825951.0,382791.0,12038.0,Hip Hop,740000.0
106,106,50 Cent,241,Man,hip hop,26,United States,21 Questions,Get Rich Or Die Tryin',album,0.576,0.807,6.0,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,224427.0,503248572.0,2759199.0,54805.0,Hip Hop,740000.0
107,107,50 Cent,241,Man,hip hop,26,United States,Is This Love ('09) (feat. 50 Cent),Curtain Call 2,album,0.853,0.776,8.0,-4.221,0.261,0.0714,0.0,0.181,0.659,94.028,212013.0,5289821.0,245935.0,9008.0,Hip Hop,740000.0
