,Unnamed: 0,artist,collab_songs,type,genres,collab_individuals,country,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Comments,main_genres,Avg_Concert_Fee
1195,1195,Lana Del Rey,19,Woman,alternative pop,7,United States,Did you know that there's a tunnel under Ocean Blvd,Did you know that there's a tunnel under Ocean Blvd,single,0.431,0.34,0.0,-9.384,0.0311,0.794,0.0108,0.12,0.0529,119.877,285051.0,5582270.0,324343.0,24108.0,Pop,3370000.0
1196,1196,Lana Del Rey,19,Woman,alternative pop,7,United States,Happiness is a butterfly,Norman Fucking Rockwell!,album,0.467,0.119,2.0,-10.99,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485.0,4755435.0,100526.0,681.0,Pop,3370000.0
1197,1197,Lana Del Rey,19,Woman,alternative pop,7,United States,The Other Woman,Ultraviolence (Deluxe),album,0.255,0.468,7.0,-6.43,0.0317,0.822,0.248,0.339,0.175,111.67,181960.0,542140.0,14569.0,148.0,Pop,3370000.0
1198,1198,Lana Del Rey,19,Woman,americana,7,United States,Snow On The Beach (feat. Lana Del Rey),Midnights,album,0.663,0.319,9.0,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,256124.0,15281555.0,329132.0,7693.0,Country,3370000.0
1199,1199,Lana Del Rey,19,Woman,americana,7,United States,Summertime Sadness,Born To Die – Paradise Edition (Special Version),album,0.566,0.647,1.0,-6.815,0.0335,0.0477,0.0,0.121,0.22,111.96,264773.0,413081416.0,4526038.0,98069.0,Country,3370000.0
1200,1200,Lana Del Rey,19,Woman,americana,7,United States,Young And Beautiful,Young And Beautiful,single,0.324,0.416,11.0,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053.0,525904821.0,3932303.0,107588.0,Country,3370000.0
1201,1201,Lana Del Rey,19,Woman,americana,7,United States,Doin' Time,Norman Fucking Rockwell!,album,0.641,0.559,7.0,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193.0,97331931.0,1995761.0,50839.0,Country,3370000.0
1202,1202,Lana Del Rey,19,Woman,americana,7,United States,West Coast,Ultraviolence (Deluxe),album,0.527,0.591,6.0,-7.664,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760.0,161133531.0,1151048.0,25962.0,Country,3370000.0
1203,1203,Lana Del Rey,19,Woman,americana,7,United States,Brooklyn Baby,Ultraviolence (Deluxe),album,0.404,0.664,1.0,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640.0,1141172.0,4779.0,92.0,Country,3370000.0
1204,1204,Lana Del Rey,19,Woman,americana,7,United States,Cinnamon Girl,Norman Fucking Rockwell!,album,0.294,0.337,6.0,-10.614,0.036,0.814,0.414,0.14,0.135,91.781,300683.0,28150945.0,325442.0,4194.0,Country,3370000.0
1205,1205,Lana Del Rey,19,Woman,americana,7,United States,Did you know that there's a tunnel under Ocean Blvd,Did you know that there's a tunnel under Ocean Blvd,single,0.431,0.34,0.0,-9.384,0.0311,0.794,0.0108,0.12,0.0529,119.877,285051.0,5582270.0,324343.0,24108.0,Country,3370000.0
1206,1206,Lana Del Rey,19,Woman,americana,7,United States,Happiness is a butterfly,Norman Fucking Rockwell!,album,0.467,0.119,2.0,-10.99,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485.0,4755435.0,100526.0,681.0,Country,3370000.0
1207,1207,Lana Del Rey,19,Woman,americana,7,United States,The Other Woman,Ultraviolence (Deluxe),album,0.255,0.468,7.0,-6.43,0.0317,0.822,0.248,0.339,0.175,111.67,181960.0,542140.0,14569.0,148.0,Country,3370000.0
1208,1208,Lana Del Rey,19,Woman,art pop,7,United States,Snow On The Beach (feat. Lana Del Rey),Midnights,album,0.663,0.319,9.0,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,256124.0,15281555.0,329132.0,7693.0,Pop,3370000.0
1209,1209,Lana Del Rey,19,Woman,art pop,7,United States,Summertime Sadness,Born To Die – Paradise Edition (Special Version),album,0.566,0.647,1.0,-6.815,0.0335,0.0477,0.0,0.121,0.22,111.96,264773.0,413081416.0,4526038.0,98069.0,Pop,3370000.0
1210,1210,Lana Del Rey,19,Woman,art pop,7,United States,Young And Beautiful,Young And Beautiful,single,0.324,0.416,11.0,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053.0,525904821.0,3932303.0,107588.0,Pop,3370000.0
1211,1211,Lana Del Rey,19,Woman,art pop,7,United States,Doin' Time,Norman Fucking Rockwell!,album,0.641,0.559,7.0,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193.0,97331931.0,1995761.0,50839.0,Pop,3370000.0
1212,1212,Lana Del Rey,19,Woman,art pop,7,United States,West Coast,Ultraviolence (Deluxe),album,0.527,0.591,6.0,-7.664,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760.0,161133531.0,1151048.0,25962.0,Pop,3370000.0
1213,1213,Lana Del Rey,19,Woman,art pop,7,United States,Brooklyn Baby,Ultraviolence (Deluxe),album,0.404,0.664,1.0,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640.0,1141172.0,4779.0,92.0,Pop,3370000.0
1214,1214,Lana Del Rey,19,Woman,art pop,7,United States,Cinnamon Girl,Norman Fucking Rockwell!,album,0.294,0.337,6.0,-10.614,0.036,0.814,0.414,0.14,0.135,91.781,300683.0,28150945.0,325442.0,4194.0,Pop,3370000.0
1215,1215,Lana Del Rey,19,Woman,art pop,7,United States,Did you know that there's a tunnel under Ocean Blvd,Did you know that there's a tunnel under Ocean Blvd,single,0.431,0.34,0.0,-9.384,0.0311,0.794,0.0108,0.12,0.0529,119.877,285051.0,5582270.0,324343.0,24108.0,Pop,3370000.0
1216,1216,Lana Del Rey,19,Woman,art pop,7,United States,Happiness is a butterfly,Norman Fucking Rockwell!,album,0.467,0.119,2.0,-10.99,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485.0,4755435.0,100526.0,681.0,Pop,3370000.0
1217,1217,Lana Del Rey,19,Woman,art pop,7,United States,The Other Woman,Ultraviolence (Deluxe),album,0.255,0.468,7.0,-6.43,0.0317,0.822,0.248,0.339,0.175,111.67,181960.0,542140.0,14569.0,148.0,Pop,3370000.0
1218,1218,Lana Del Rey,19,Woman,ballad,7,United States,Snow On The Beach (feat. Lana Del Rey),Midnights,album,0.663,0.319,9.0,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,256124.0,15281555.0,329132.0,7693.0,Pop,3370000.0
1219,1219,Lana Del Rey,19,Woman,ballad,7,United States,Summertime Sadness,Born To Die – Paradise Edition (Special Version),album,0.566,0.647,1.0,-6.815,0.0335,0.0477,0.0,0.121,0.22,111.96,264773.0,413081416.0,4526038.0,98069.0,Pop,3370000.0
1220,1220,Lana Del Rey,19,Woman,ballad,7,United States,Young And Beautiful,Young And Beautiful,single,0.324,0.416,11.0,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053.0,525904821.0,3932303.0,107588.0,Pop,3370000.0
1221,1221,Lana Del Rey,19,Woman,ballad,7,United States,Doin' Time,Norman Fucking Rockwell!,album,0.641,0.559,7.0,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193.0,97331931.0,1995761.0,50839.0,Pop,3370000.0
1222,1222,Lana Del Rey,19,Woman,ballad,7,United States,West Coast,Ultraviolence (Deluxe),album,0.527,0.591,6.0,-7.664,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760.0,161133531.0,1151048.0,25962.0,Pop,3370000.0
1223,1223,Lana Del Rey,19,Woman,ballad,7,United States,Brooklyn Baby,Ultraviolence (Deluxe),album,0.404,0.664,1.0,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640.0,1141172.0,4779.0,92.0,Pop,3370000.0
1224,1224,Lana Del Rey,19,Woman,ballad,7,United States,Cinnamon Girl,Norman Fucking Rockwell!,album,0.294,0.337,6.0,-10.614,0.036,0.814,0.414,0.14,0.135,91.781,300683.0,28150945.0,325442.0,4194.0,Pop,3370000.0
1225,1225,Lana Del Rey,19,Woman,ballad,7,United States,Did you know that there's a tunnel under Ocean Blvd,Did you know that there's a tunnel under Ocean Blvd,single,0.431,0.34,0.0,-9.384,0.0311,0.794,0.0108,0.12,0.0529,119.877,285051.0,5582270.0,324343.0,24108.0,Pop,3370000.0
1226,1226,Lana Del Rey,19,Woman,ballad,7,United States,Happiness is a butterfly,Norman Fucking Rockwell!,album,0.467,0.119,2.0,-10.99,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485.0,4755435.0,100526.0,681.0,Pop,3370000.0
1227,1227,Lana Del Rey,19,Woman,ballad,7,United States,The Other Woman,Ultraviolence (Deluxe),album,0.255,0.468,7.0,-6.43,0.0317,0.822,0.248,0.339,0.175,111.67,181960.0,542140.0,14569.0,148.0,Pop,3370000.0
1228,1228,Lana Del Rey,19,Woman,chamber pop,7,United States,Snow On The Beach (feat. Lana Del Rey),Midnights,album,0.663,0.319,9.0,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,256124.0,15281555.0,329132.0,7693.0,Pop,3370000.0
1229,1229,Lana Del Rey,19,Woman,chamber pop,7,United States,Summertime Sadness,Born To Die – Paradise Edition (Special Version),album,0.566,0.647,1.0,-6.815,0.0335,0.0477,0.0,0.121,0.22,111.96,264773.0,413081416.0,4526038.0,98069.0,Pop,3370000.0
1230,1230,Lana Del Rey,19,Woman,chamber pop,7,United States,Young And Beautiful,Young And Beautiful,single,0.324,0.416,11.0,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053.0,525904821.0,3932303.0,107588.0,Pop,3370000.0
1231,1231,Lana Del Rey,19,Woman,chamber pop,7,United States,Doin' Time,Norman Fucking Rockwell!,album,0.641,0.559,7.0,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193.0,97331931.0,1995761.0,50839.0,Pop,3370000.0
1232,1232,Lana Del Rey,19,Woman,chamber pop,7,United States,West Coast,Ultraviolence (Deluxe),album,0.527,0.591,6.0,-7.664,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760.0,161133531.0,1151048.0,25962.0,Pop,3370000.0
1233,1233,Lana Del Rey,19,Woman,chamber pop,7,United States,Brooklyn Baby,Ultraviolence (Deluxe),album,0.404,0.664,1.0,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640.0,1141172.0,4779.0,92.0,Pop,3370000.0
1234,1234,Lana Del Rey,19,Woman,chamber pop,7,United States,Cinnamon Girl,Norman Fucking Rockwell!,album,0.294,0.337,6.0,-10.614,0.036,0.814,0.414,0.14,0.135,91.781,300683.0,28150945.0,325442.0,4194.0,Pop,3370000.0
1235,1235,Lana Del Rey,19,Woman,chamber pop,7,United States,Did you know that there's a tunnel under Ocean Blvd,Did you know that there's a tunnel under Ocean Blvd,single,0.431,0.34,0.0,-9.384,0.0311,0.794,0.0108,0.12,0.0529,119.877,285051.0,5582270.0,324343.0,24108.0,Pop,3370000.0
1236,1236,Lana Del Rey,19,Woman,chamber pop,7,United States,Happiness is a butterfly,Norman Fucking Rockwell!,album,0.467,0.119,2.0,-10.99,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485.0,4755435.0,100526.0,681.0,Pop,3370000.0
1237,1237,Lana Del Rey,19,Woman,chamber pop,7,United States,The Other Woman,Ultraviolence (Deluxe),album,0.255,0.468,7.0,-6.43,0.0317,0.822,0.248,0.339,0.175,111.67,181960.0,542140.0,14569.0,148.0,Pop,3370000.0
1238,1238,Lana Del Rey,19,Woman,dream pop,7,United States,Snow On The Beach (feat. Lana Del Rey),Midnights,album,0.663,0.319,9.0,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,256124.0,15281555.0,329132.0,7693.0,Pop,3370000.0
1239,1239,Lana Del Rey,19,Woman,dream pop,7,United States,Summertime Sadness,Born To Die – Paradise Edition (Special Version),album,0.566,0.647,1.0,-6.815,0.0335,0.0477,0.0,0.121,0.22,111.96,264773.0,413081416.0,4526038.0,98069.0,Pop,3370000.0
1240,1240,Lana Del Rey,19,Woman,dream pop,7,United States,Young And Beautiful,Young And Beautiful,single,0.324,0.416,11.0,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053.0,525904821.0,3932303.0,107588.0,Pop,3370000.0
1241,1241,Lana Del Rey,19,Woman,dream pop,7,United States,Doin' Time,Norman Fucking Rockwell!,album,0.641,0.559,7.0,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193.0,97331931.0,1995761.0,50839.0,Pop,3370000.0
1242,1242,Lana Del Rey,19,Woman,dream pop,7,United States,West Coast,Ultraviolence (Deluxe),album,0.527,0.591,6.0,-7.664,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760.0,161133531.0,1151048.0,25962.0,Pop,3370000.0
1243,1243,Lana Del Rey,19,Woman,dream pop,7,United States,Brooklyn Baby,Ultraviolence (Deluxe),album,0.404,0.664,1.0,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640.0,1141172.0,4779.0,92.0,Pop,3370000.0
1244,1244,Lana Del Rey,19,Woman,dream pop,7,United States,Cinnamon Girl,Norman Fucking Rockwell!,album,0.294,0.337,6.0,-10.614,0.036,0.814,0.414,0.14,0.135,91.781,300683.0,28150945.0,325442.0,4194.0,Pop,3370000.0
1245,1245,Lana Del Rey,19,Woman,dream pop,7,United States,Did you know that there's a tunnel under Ocean Blvd,Did you know that there's a tunnel under Ocean Blvd,single,0.431,0.34,0.0,-9.384,0.0311,0.794,0.0108,0.12,0.0529,119.877,285051.0,5582270.0,324343.0,24108.0,Pop,3370000.0
1246,1246,Lana Del Rey,19,Woman,dream pop,7,United States,Happiness is a butterfly,Norman Fucking Rockwell!,album,0.467,0.119,2.0,-10.99,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485.0,4755435.0,100526.0,681.0,Pop,3370000.0
1247,1247,Lana Del Rey,19,Woman,dream pop,7,United States,The Other Woman,Ultraviolence (Deluxe),album,0.255,0.468,7.0,-6.43,0.0317,0.822,0.248,0.339,0.175,111.67,181960.0,542140.0,14569.0,148.0,Pop,3370000.0
1248,1248,Lana Del Rey,19,Woman,electronic,7,United States,Snow On The Beach (feat. Lana Del Rey),Midnights,album,0.663,0.319,9.0,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,256124.0,15281555.0,329132.0,7693.0,Electronic,3370000.0
1249,1249,Lana Del Rey,19,Woman,electronic,7,United States,Summertime Sadness,Born To Die – Paradise Edition (Special Version),album,0.566,0.647,1.0,-6.815,0.0335,0.0477,0.0,0.121,0.22,111.96,264773.0,413081416.0,4526038.0,98069.0,Electronic,3370000.0
1250,1250,Lana Del Rey,19,Woman,electronic,7,United States,Young And Beautiful,Young And Beautiful,single,0.324,0.416,11.0,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053.0,525904821.0,3932303.0,107588.0,Electronic,3370000.0
1251,1251,Lana Del Rey,19,Woman,electronic,7,United States,Doin' Time,Norman Fucking Rockwell!,album,0.641,0.559,7.0,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193.0,97331931.0,1995761.0,50839.0,Electronic,3370000.0
1252,1252,Lana Del Rey,19,Woman,electronic,7,United States,West Coast,Ultraviolence (Deluxe),album,0.527,0.591,6.0,-7.664,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760.0,161133531.0,1151048.0,25962.0,Electronic,3370000.0
1253,1253,Lana Del Rey,19,Woman,electronic,7,United States,Brooklyn Baby,Ultraviolence (Deluxe),album,0.404,0.664,1.0,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640.0,1141172.0,4779.0,92.0,Electronic,3370000.0
1254,1254,Lana Del Rey,19,Woman,electronic,7,United States,Cinnamon Girl,Norman Fucking Rockwell!,album,0.294,0.337,6.0,-10.614,0.036,0.814,0.414,0.14,0.135,91.781,300683.0,28150945.0,325442.0,4194.0,Electronic,3370000.0
1255,1255,Lana Del Rey,19,Woman,electronic,7,United States,Did you know that there's a tunnel under Ocean Blvd,Did you know that there's a tunnel under Ocean Blvd,single,0.431,0.34,0.0,-9.384,0.0311,0.794,0.0108,0.12,0.0529,119.877,285051.0,5582270.0,324343.0,24108.0,Electronic,3370000.0
1256,1256,Lana Del Rey,19,Woman,electronic,7,United States,Happiness is a butterfly,Norman Fucking Rockwell!,album,0.467,0.119,2.0,-10.99,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485.0,4755435.0,100526.0,681.0,Electronic,3370000.0
1257,1257,Lana Del Rey,19,Woman,electronic,7,United States,The Other Woman,Ultraviolence (Deluxe),album,0.255,0.468,7.0,-6.43,0.0317,0.822,0.248,0.339,0.175,111.67,181960.0,542140.0,14569.0,148.0,Electronic,3370000.0
1258,1258,Lana Del Rey,19,Woman,indie pop,7,United States,Snow On The Beach (feat. Lana Del Rey),Midnights,album,0.663,0.319,9.0,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,256124.0,15281555.0,329132.0,7693.0,Pop,3370000.0
1259,1259,Lana Del Rey,19,Woman,indie pop,7,United States,Summertime Sadness,Born To Die – Paradise Edition (Special Version),album,0.566,0.647,1.0,-6.815,0.0335,0.0477,0.0,0.121,0.22,111.96,264773.0,413081416.0,4526038.0,98069.0,Pop,3370000.0
1260,1260,Lana Del Rey,19,Woman,indie pop,7,United States,Young And Beautiful,Young And Beautiful,single,0.324,0.416,11.0,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053.0,525904821.0,3932303.0,107588.0,Pop,3370000.0
1261,1261,Lana Del Rey,19,Woman,indie pop,7,United States,Doin' Time,Norman Fucking Rockwell!,album,0.641,0.559,7.0,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193.0,97331931.0,1995761.0,50839.0,Pop,3370000.0
1262,1262,Lana Del Rey,19,Woman,indie pop,7,United States,West Coast,Ultraviolence (Deluxe),album,0.527,0.591,6.0,-7.664,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760.0,161133531.0,1151048.0,25962.0,Pop,3370000.0
1263,1263,Lana Del Rey,19,Woman,indie pop,7,United States,Brooklyn Baby,Ultraviolence (Deluxe),album,0.404,0.664,1.0,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640.0,1141172.0,4779.0,92.0,Pop,3370000.0
1264,1264,Lana Del Rey,19,Woman,indie pop,7,United States,Cinnamon Girl,Norman Fucking Rockwell!,album,0.294,0.337,6.0,-10.614,0.036,0.814,0.414,0.14,0.135,91.781,300683.0,28150945.0,325442.0,4194.0,Pop,3370000.0
1265,1265,Lana Del Rey,19,Woman,indie pop,7,United States,Did you know that there's a tunnel under Ocean Blvd,Did you know that there's a tunnel under Ocean Blvd,single,0.431,0.34,0.0,-9.384,0.0311,0.794,0.0108,0.12,0.0529,119.877,285051.0,5582270.0,324343.0,24108.0,Pop,3370000.0
1266,1266,Lana Del Rey,19,Woman,indie pop,7,United States,Happiness is a butterfly,Norman Fucking Rockwell!,album,0.467,0.119,2.0,-10.99,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485.0,4755435.0,100526.0,681.0,Pop,3370000.0
1267,1267,Lana Del Rey,19,Woman,indie pop,7,United States,The Other Woman,Ultraviolence (Deluxe),album,0.255,0.468,7.0,-6.43,0.0317,0.822,0.248,0.339,0.175,111.67,181960.0,542140.0,14569.0,148.0,Pop,3370000.0
1268,1268,Lana Del Rey,19,Woman,neo-psychedelia,7,United States,Snow On The Beach (feat. Lana Del Rey),Midnights,album,0.663,0.319,9.0,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,256124.0,15281555.0,329132.0,7693.0,Pop,3370000.0
1269,1269,Lana Del Rey,19,Woman,neo-psychedelia,7,United States,Summertime Sadness,Born To Die – Paradise Edition (Special Version),album,0.566,0.647,1.0,-6.815,0.0335,0.0477,0.0,0.121,0.22,111.96,264773.0,413081416.0,4526038.0,98069.0,Pop,3370000.0
1270,1270,Lana Del Rey,19,Woman,neo-psychedelia,7,United States,Young And Beautiful,Young And Beautiful,single,0.324,0.416,11.0,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053.0,525904821.0,3932303.0,107588.0,Pop,3370000.0
1271,1271,Lana Del Rey,19,Woman,neo-psychedelia,7,United States,Doin' Time,Norman Fucking Rockwell!,album,0.641,0.559,7.0,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193.0,97331931.0,1995761.0,50839.0,Pop,3370000.0
1272,1272,Lana Del Rey,19,Woman,neo-psychedelia,7,United States,West Coast,Ultraviolence (Deluxe),album,0.527,0.591,6.0,-7.664,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760.0,161133531.0,1151048.0,25962.0,Pop,3370000.0
1273,1273,Lana Del Rey,19,Woman,neo-psychedelia,7,United States,Brooklyn Baby,Ultraviolence (Deluxe),album,0.404,0.664,1.0,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640.0,1141172.0,4779.0,92.0,Pop,3370000.0
1274,1274,Lana Del Rey,19,Woman,neo-psychedelia,7,United States,Cinnamon Girl,Norman Fucking Rockwell!,album,0.294,0.337,6.0,-10.614,0.036,0.814,0.414,0.14,0.135,91.781,300683.0,28150945.0,325442.0,4194.0,Pop,3370000.0
1275,1275,Lana Del Rey,19,Woman,neo-psychedelia,7,United States,Did you know that there's a tunnel under Ocean Blvd,Did you know that there's a tunnel under Ocean Blvd,single,0.431,0.34,0.0,-9.384,0.0311,0.794,0.0108,0.12,0.0529,119.877,285051.0,5582270.0,324343.0,24108.0,Pop,3370000.0
1276,1276,Lana Del Rey,19,Woman,neo-psychedelia,7,United States,Happiness is a butterfly,Norman Fucking Rockwell!,album,0.467,0.119,2.0,-10.99,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485.0,4755435.0,100526.0,681.0,Pop,3370000.0
1277,1277,Lana Del Rey,19,Woman,neo-psychedelia,7,United States,The Other Woman,Ultraviolence (Deluxe),album,0.255,0.468,7.0,-6.43,0.0317,0.822,0.248,0.339,0.175,111.67,181960.0,542140.0,14569.0,148.0,Pop,3370000.0
1278,1278,Lana Del Rey,19,Woman,pop,7,United States,Snow On The Beach (feat. Lana Del Rey),Midnights,album,0.663,0.319,9.0,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,256124.0,15281555.0,329132.0,7693.0,Pop,3370000.0
1279,1279,Lana Del Rey,19,Woman,pop,7,United States,Summertime Sadness,Born To Die – Paradise Edition (Special Version),album,0.566,0.647,1.0,-6.815,0.0335,0.0477,0.0,0.121,0.22,111.96,264773.0,413081416.0,4526038.0,98069.0,Pop,3370000.0
1280,1280,Lana Del Rey,19,Woman,pop,7,United States,Young And Beautiful,Young And Beautiful,single,0.324,0.416,11.0,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053.0,525904821.0,3932303.0,107588.0,Pop,3370000.0
1281,1281,Lana Del Rey,19,Woman,pop,7,United States,Doin' Time,Norman Fucking Rockwell!,album,0.641,0.559,7.0,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193.0,97331931.0,1995761.0,50839.0,Pop,3370000.0
1282,1282,Lana Del Rey,19,Woman,pop,7,United States,West Coast,Ultraviolence (Deluxe),album,0.527,0.591,6.0,-7.664,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760.0,161133531.0,1151048.0,25962.0,Pop,3370000.0
1283,1283,Lana Del Rey,19,Woman,pop,7,United States,Brooklyn Baby,Ultraviolence (Deluxe),album,0.404,0.664,1.0,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640.0,1141172.0,4779.0,92.0,Pop,3370000.0
1284,1284,Lana Del Rey,19,Woman,pop,7,United States,Cinnamon Girl,Norman Fucking Rockwell!,album,0.294,0.337,6.0,-10.614,0.036,0.814,0.414,0.14,0.135,91.781,300683.0,28150945.0,325442.0,4194.0,Pop,3370000.0
1285,1285,Lana Del Rey,19,Woman,pop,7,United States,Did you know that there's a tunnel under Ocean Blvd,Did you know that there's a tunnel under Ocean Blvd,single,0.431,0.34,0.0,-9.384,0.0311,0.794,0.0108,0.12,0.0529,119.877,285051.0,5582270.0,324343.0,24108.0,Pop,3370000.0
1286,1286,Lana Del Rey,19,Woman,pop,7,United States,Happiness is a butterfly,Norman Fucking Rockwell!,album,0.467,0.119,2.0,-10.99,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485.0,4755435.0,100526.0,681.0,Pop,3370000.0
1287,1287,Lana Del Rey,19,Woman,pop,7,United States,The Other Woman,Ultraviolence (Deluxe),album,0.255,0.468,7.0,-6.43,0.0317,0.822,0.248,0.339,0.175,111.67,181960.0,542140.0,14569.0,148.0,Pop,3370000.0
1288,1288,Lana Del Rey,19,Woman,singer-songwriter,7,United States,Snow On The Beach (feat. Lana Del Rey),Midnights,album,0.663,0.319,9.0,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,256124.0,15281555.0,329132.0,7693.0,Pop,3370000.0
1289,1289,Lana Del Rey,19,Woman,singer-songwriter,7,United States,Summertime Sadness,Born To Die – Paradise Edition (Special Version),album,0.566,0.647,1.0,-6.815,0.0335,0.0477,0.0,0.121,0.22,111.96,264773.0,413081416.0,4526038.0,98069.0,Pop,3370000.0
1290,1290,Lana Del Rey,19,Woman,singer-songwriter,7,United States,Young And Beautiful,Young And Beautiful,single,0.324,0.416,11.0,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053.0,525904821.0,3932303.0,107588.0,Pop,3370000.0
1291,1291,Lana Del Rey,19,Woman,singer-songwriter,7,United States,Doin' Time,Norman Fucking Rockwell!,album,0.641,0.559,7.0,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193.0,97331931.0,1995761.0,50839.0,Pop,3370000.0
1292,1292,Lana Del Rey,19,Woman,singer-songwriter,7,United States,West Coast,Ultraviolence (Deluxe),album,0.527,0.591,6.0,-7.664,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760.0,161133531.0,1151048.0,25962.0,Pop,3370000.0
1293,1293,Lana Del Rey,19,Woman,singer-songwriter,7,United States,Brooklyn Baby,Ultraviolence (Deluxe),album,0.404,0.664,1.0,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,351640.0,1141172.0,4779.0,92.0,Pop,3370000.0
1294,1294,Lana Del Rey,19,Woman,singer-songwriter,7,United States,Cinnamon Girl,Norman Fucking Rockwell!,album,0.294,0.337,6.0,-10.614,0.036,0.814,0.414,0.14,0.135,91.781,300683.0,28150945.0,325442.0,4194.0,Pop,3370000.0
1295,1295,Lana Del Rey,19,Woman,singer-songwriter,7,United States,Did you know that there's a tunnel under Ocean Blvd,Did you know that there's a tunnel under Ocean Blvd,single,0.431,0.34,0.0,-9.384,0.0311,0.794,0.0108,0.12,0.0529,119.877,285051.0,5582270.0,324343.0,24108.0,Pop,3370000.0
1296,1296,Lana Del Rey,19,Woman,singer-songwriter,7,United States,Happiness is a butterfly,Norman Fucking Rockwell!,album,0.467,0.119,2.0,-10.99,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485.0,4755435.0,100526.0,681.0,Pop,3370000.0
1297,1297,Lana Del Rey,19,Woman,singer-songwriter,7,United States,The Other Woman,Ultraviolence (Deluxe),album,0.255,0.468,7.0,-6.43,0.0317,0.822,0.248,0.339,0.175,111.67,181960.0,542140.0,14569.0,148.0,Pop,3370000.0
1298,1298,Lana Del Rey,19,Woman,trip hop,7,United States,Snow On The Beach (feat. Lana Del Rey),Midnights,album,0.663,0.319,9.0,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,256124.0,15281555.0,329132.0,7693.0,Hip Hop,3370000.0
